Gene1	Gene2	Corr_strength
AT4G10250	AT1G17870	0.8293558509955841
AT4G10250	AT4G03320	0.8725790656967413
AT4G10250	AT5G47830	0.8143869009198472
AT4G10250	AT4G29770	0.8212803883829227
AT4G10250	ATMG00630	0.8954578778983424
AT4G10250	AT2G26790	0.8789622303642535
AT4G10250	AT3G12510	0.8221578422411052
AT4G10250	AT4G19430	0.8319626495205797
AT4G10250	AT2G07768	0.8075252115952176
AT4G10250	ATMG00160	0.8854833241869121
AT4G10250	ATMG00940	0.8050711694519018
AT4G10250	ATMG00270	0.8505177280540448
AT4G10250	AT5G15250	0.8686755961308479
AT4G10250	AT5G27660	0.8482293904916024
AT4G10250	ATMG00640	0.8463280189538984
AT4G10250	ATMG00650	0.8793863287601044
AT4G10250	AT2G07675	0.9081696107570693
AT4G10250	AT1G01940	0.865473753590507
AT4G10250	257239_at	0.9083613249999116
AT4G10250	AT1G76280	0.8402982378605802
AT4G10250	ATMG00690	0.8955759296024499
AT4G10250	ATMG00060	0.8334955567076137
AT4G10250	AT2G30000	0.9491175911675697
AT4G10250	ATMG00620	0.817461363252219
AT4G10250	AT4G26780	0.8300916334496905
AT4G10250	AT5G58787	0.8176539384853071
AT5G12030	AT3G46230	0.9603040566667219
AT5G12030	AT4G25200	0.9457992784079697
AT5G12030	AT1G59860	0.9155859575674741
AT5G12030	AT1G74310	0.8282171534504695
AT5G12030	AT4G12400	0.9318505086571155
AT5G12030	AT5G37670	0.8443831185552769
AT5G12030	AT5G51440	0.8676858562540849
AT5G12030	AT1G72660	0.9168331471510599
AT5G12030	AT5G48570	0.9259666886241632
AT5G12030	AT5G52640	0.8578944454579122
AT5G12030	AT2G46240	0.8525984929440346
AT5G12030	254414_at	0.925439381114356
AT5G12030	AT5G64510	0.8262129880861918
AT5G12030	AT1G54050	0.858816379133812
AT5G12030	AT5G25450	0.9022951658680705
AT5G12030	AT2G32120	0.9050360178536683
AT5G12030	AT1G16030	0.8139334479759934
AT5G12030	AT1G17870	0.8895925182076488
AT5G12030	AT1G30070	0.8141036333184271
AT5G12030	AT1G21550	0.86181902727225
AT5G12030	AT3G20180	0.8252576770913196
AT5G12030	AT5G12110	0.8280148469808192
AT5G12030	AT5G10695	0.8139803598329625
AT5G12030	AT2G19310	0.8575192641280632
AT5G12030	AT5G47830	0.9032914606999843
AT5G12030	AT4G29770	0.8739107776434414
AT5G12030	AT5G09590	0.8248140671572186
AT5G12030	AT1G59980	0.8661714253119617
AT5G12030	AT3G07150	0.8233017858092664
AT5G12030	AT5G07330	0.8493012845311569
AT5G12030	AT3G53230	0.8485298106877827
AT5G12030	AT3G22090	0.8523467285359629
AT5G12030	AT5G27660	0.8103741847190371
AT5G12030	AT1G01940	0.8940238668427192
AT5G12030	257239_at	0.8623190875247928
AT5G12030	AT1G76280	0.8062331144278876
AT5G12030	AT4G23885	0.8404536341036063
AT5G12030	AT2G30000	0.8342453802912244
AT5G12030	AT3G23990	0.8207044253612246
AT5G12030	AT2G15790	0.8072566555666564
AT5G12030	AT3G03520	0.8186984965540804
AT5G12030	AT4G26780	0.8795486759946097
AT5G12030	AT5G58787	0.8544840415744199
AT5G12030	AT3G07770	0.8309453389981312
AT3G46230	AT4G25200	0.9590514880661297
AT3G46230	AT1G59860	0.9015491531452257
AT3G46230	AT4G12400	0.9578077999578238
AT3G46230	AT5G51440	0.8168273363901057
AT3G46230	AT1G72660	0.9563011400428916
AT3G46230	AT5G48570	0.9111391416702759
AT3G46230	AT5G52640	0.8038456007818787
AT3G46230	AT2G46240	0.8081546073425053
AT3G46230	254414_at	0.9476813184331853
AT3G46230	AT1G54050	0.8291122219089794
AT3G46230	AT5G25450	0.868346768619953
AT3G46230	AT2G32120	0.8913184681663959
AT3G46230	AT1G17870	0.913900897025458
AT3G46230	AT4G03320	0.871643851709864
AT3G46230	AT1G21550	0.8510951496692507
AT3G46230	AT3G20180	0.8374798154166697
AT3G46230	AT5G10695	0.8115315423027956
AT3G46230	AT2G19310	0.8162871688913803
AT3G46230	AT5G47830	0.922303014916145
AT3G46230	AT4G29770	0.9102260780935589
AT3G46230	ATMG00630	0.8635061656580424
AT3G46230	AT1G59980	0.8718661228437772
AT3G46230	AT5G07330	0.8430624238318303
AT3G46230	AT3G12510	0.8155991906524436
AT3G46230	AT3G53230	0.8477729043991172
AT3G46230	AT4G19430	0.8561054668634318
AT3G46230	AT1G07500	0.8034327619531957
AT3G46230	ATMG00160	0.8113775399712865
AT3G46230	AT5G15250	0.8030224428274756
AT3G46230	AT5G27660	0.8592568828433974
